Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
8014911,M46575,"15668688, 15669878, 15668458, 15668380, 15669778, 15668381",30-04-2014,"Root Vegetables, Kidney Beans, Brinjals, Other Vegetables, Other Pulses, Other Vegetables",Female,Bronze,5,962,Credit Card,Delivered,6,36-45
8015059,M32480,"15668478, 34995564, 15668473, 15669910",30-04-2014,"Banana, Ayurvedic Food, Beans, Brinjals",Male,Silver,10,366,Cash,Pending,4,0-18
8015110,M47229,"15668475, 7753733, 15668416, 15670253, 15668375, 15668378",30-04-2014,"Beans, Health Drinks, Banana, Organic F&V, Root Vegetables, Other Vegetables",Female,Bronze,1,697,Credit Card,Delivered,6,36-45
8015313,M90375,"7561510, 7561691, 34995538, 15668494, 34995535, 34995533, 15668379, 7561688, 15668594, 34995528",30-04-2014,"Snacks, Snacks, Ayurvedic, Exotic Vegetables, Ayurvedic, Ayurvedic, Other Vegetables, Snacks, Exotic Vegetables, Ayurvedic",Male,Bronze,2,242,Credit Card,Delivered,10,19-25
8015467,M36876,"15668375, 92436884, 15668685, 15669815, 15668478, 15669783, 15668451, 34987294, 15669760",29-04-2014,"Root Vegetables, Glucose, Marie & Milk Biscuits, Beans, Jaggery, Banana, Millet flour, Brinjals, Glucose, Marie & Milk Biscuits, Whole Spices",Female,Bronze,3,656,Cash,Delivered,9,55+
8015817,M45470,"15668594, 15668379, 15669770, 15669875, 15668494, 15668377, 15670251",30-04-2014,"Exotic Vegetables, Other Vegetables, Other Flours, Kidney Beans, Exotic Vegetables, Root Vegetables, Organic F&V",Male,Bronze,5,173,PayPal,Delivered,7,55+
8016572,M36432,7587492,30-04-2014,"Organic Salt,Sugar & Jaggery",Male,Silver,2,895,PayPal,Pending,1,55+
8016736,M36432,7548511,30-04-2014,Liquid Soaps & Bars,Male,Silver,10,707,Cash,Delivered,1,55+
8016773,M34566,"15669872, 15669778, 15668478, 15668381, 15669769, 29247044, 15668480, 15668594, 7596673, 15669866, 15669772, 15668494, 15668460, 7571385, 15668378",30-04-2014,"Avalakki / Poha, Other Pulses, Banana, Other Vegetables, Other Pulses, Besan, Bread, Exotic Vegetables, Cream Biscuits, Other Pulses, Other Pulses, Exotic Vegetables, Gourd & Cucumber, Glucose, Marie & Milk Biscuits, Other Vegetables",Male,Gold,7,980,PayPal,Pending,15,55+
8017232,M36432,7735707,2014-05-01 00:00:00,Snacks,Female,Bronze,7,866,Cash,Delivered,1,0-18
8017235,M36432,"15668375, 34992850, 15668477, 93176429, 34987569, 15668381, 7653520, 34993748",2014-05-01 00:00:00,"Root Vegetables, Cut Vegetables, Exotic Vegetables, Snacks, Powdered Spices, Other Vegetables, Rasagulla & Gulab Jamun, Other Spreads",Female,Gold,9,980,Cash,Shipped,8,36-45
8017246,M36432,"15670251, 93208394",2014-05-01 00:00:00,"Organic F&V, Veg & Fruit",Female,Silver,6,750,Credit Card,Pending,2,55+
8017370,M36432,"34987567, 15669884, 15669817",2014-05-01 00:00:00,"Whole Spices, Whole Spices, Whole Spices",Female,Silver,5,304,Credit Card,Pending,3,19-25
8017380,M90375,15670251,2014-05-01 00:00:00,Organic F&V,Male,Gold,9,722,PayPal,Shipped,1,55+
8017384,M59012,"15668685, 15668416, 15668458",2014-05-01 00:00:00,"Beans, Banana, Brinjals",Female,Silver,8,55,Cash,Shipped,3,36-45
8017573,M96365,"15669998, 34989864, 15668520",30-04-2014,"Other Pulses, Phenyles & Acids, Bread",Female,Bronze,0,239,Cash,Shipped,3,55+
8018363,M42827,"15669769, 15669860, 29247044, 93073679, 15669857, 15669772, 15669988, 15669996",2014-05-01 00:00:00,"Other Pulses, Moong Dal, Besan, Snacks, Raw Peanuts, Other Pulses, Other Pulses, Other Pulses",Male,Gold,4,815,PayPal,Shipped,8,55+
8018515,M54345,"7692620, 34931567",2014-05-01 00:00:00,"Shaving Blade & Razors, Mouthwash",Female,Gold,9,497,PayPal,Shipped,2,55+
8018583,M86572,7588161,2014-05-01 00:00:00,Health Drinks,Female,Gold,9,560,Credit Card,Shipped,1,55+
8018750,M04158,7637309,2014-05-01 00:00:00,Mosquito Repellent,Male,Bronze,6,742,PayPal,Pending,1,26-35
8018804,M51278,"15668478, 34991556, 15668465, 15668379, 15669795",2014-05-01 00:00:00,"Banana, Sanitary Pads, Root Vegetables, Other Vegetables, Other Dry Fruits",Female,Bronze,9,994,PayPal,Pending,5,26-35
8018895,M31101,"15668381, 92953873, 15669958, 21410628, 7587665, 15668377, 34995257, 92377117, 21410680",2014-05-01 00:00:00,"Other Vegetables, Organic Masalas & Spices, Other Dry Fruits, Organic Dry Fruits, Organic Masalas & Spices, Root Vegetables, Chilli & Soya Sauces, Health Supplements, Organic Dry Fruits",Male,Silver,6,18,Cash,Delivered,9,55+
8019471,M50420,"15669960, 15669773, 7689353, 15669817, 15669823, 15669771, 34987566, 15670267, 15669883, 15669824, 15669961, 34986129, 15669821, 15669863, 15669786, 15669760, 15669815",2014-05-01 00:00:00,"Other Dry Fruits, Urad Dal, Ground Coffee, Whole Spices, Whole Spices, Maida, Whole Spices, Kidney Beans, Rice Flour, Raw Rice, Other Dry Fruits, Whole Spices, Whole Spices, Moong Dal,Flat Rice, Whole Spices, Jaggery",Male,Bronze,2,952,PayPal,Shipped,17,46-55
8019697,M36702,"7587488, 15668379, 34992872, 34992851, 34992841, 15668468, 15668478",2014-05-01 00:00:00,"Organic Salt,Sugar & Jaggery, Other Vegetables, Cut Vegetables, Cut Vegetables, Cut Vegetables, Beans, Banana",Female,Gold,7,596,Credit Card,Shipped,7,55+
8019701,M32449,"7547296, 15668471, 34986449, 15668594, 15668478, 15669910",2014-05-01 00:00:00,"Liquid Soaps & Bars, Beans, Toothpaste, Exotic Vegetables, Banana, Brinjals",Male,Gold,9,344,PayPal,Shipped,6,36-45
8020021,M56255,"15668688, 15669762, 21409004, 15669863, 34987220, 15668468, 15669866, 15669769, 15668416",2014-05-02 00:00:00,"Root Vegetables, Urad Dal, Other Pulses, Moong Dal, Ice Creams & Desserts, Beans, Other Pulses, Other Pulses, Banana",Female,Gold,0,564,Credit Card,Pending,9,55+
8020082,M56368,"15668473, 15668465, 15668458, 15669772, 34992257, 15668685, 15669860, 15669866, 15668460, 15668467",2014-05-02 00:00:00,"Beans, Root Vegetables, Brinjals, Other Pulses, Organic Baby Foods, Beans, Moong Dal, Other Pulses, Gourd & Cucumber, Beans",Female,Silver,0,223,Cash,Pending,10,46-55
8020476,M91098,"15669878, 21410625, 15668380, 15668381, 15669821, 15669785, 15668451, 34995575",2014-05-02 00:00:00,"Kidney Beans, Organic Rice & Rice Products, Other Vegetables, Other Vegetables, Whole Spices, Boiled Rice, Brinjals, Ayurvedic",Female,Gold,1,285,Cash,Delivered,8,0-18
8020703,M56516,"34992882, 7623116, 15669804, 15669872, 15668379, 15669771, 15669873, 15669817, 34991045, 15668478, 15669880, 34992849, 7617882, 34986449, 34994064, 15669886",2014-05-01 00:00:00,"Cut Vegetables, Liquid Soaps & Bars, Cashews,Flat Rice, Other Vegetables, Maida, Whole Spices, Whole Spices, Drain Cleaners, Banana, Millet flour, Cut Vegetables, Ready Mix, Toothpaste, Drain Cleaners, Millet flour",Female,Bronze,0,986,Cash,Delivered,16,26-35
8021154,M16218,"7586311, 15668453, 15668467, 7572302, 15668381, 15668416, 15669832",2014-05-02 00:00:00,"Chips, Brinjals, Beans, Snacks, Other Vegetables, Banana, Sugar",Male,Silver,8,32,Credit Card,Delivered,7,55+
8021437,M42182,"15668688, 15668381, 15669887, 7601464, 15669811, 15669804",2014-05-02 00:00:00,"Root Vegetables, Other Vegetables, Maida, Face Wash, Almonds, Cashews",Male,Silver,0,729,Credit Card,Shipped,6,55+
8021883,M09303,"15668379, 34986328, 7548498, 15668471",2014-05-02 00:00:00,"Other Vegetables, Kidney Beans, Liquid Soaps & Bars, Beans",Female,Silver,10,683,Credit Card,Shipped,4,55+
8022326,M04158,"15668478, 15669804, 15669811, 15669887",2014-05-02 00:00:00,"Banana, Cashews, Almonds, Maida",Male,Bronze,10,465,PayPal,Shipped,4,55+
8022349,M32039,"15669859, 15669866, 15668468, 15668379, 15669778, 15668381, 15668460, 15669864",2014-05-02 00:00:00,"Kidney Beans, Other Pulses, Beans, Other Vegetables, Other Pulses, Other Vegetables, Gourd & Cucumber, Other Pulses",Male,Gold,9,562,PayPal,Pending,8,55+
8022373,M62833,"15669788, 7569799, 7572302, 15668460, 15669786, 34990371, 15668455, 15669881",2014-05-02 00:00:00,"Raw Rice, Snacks, Snacks, Gourd & Cucumber,Flat Rice, Cream Biscuits, Brinjals, Millet flour",Female,Gold,7,860,Credit Card,Pending,8,19-25
8022473,M43831,"7587691, 15669860, 15669778, 34990047, 7626910, 15669885, 7572252, 7587494, 15668375, 93141093",2014-05-03 00:00:00,"Organic Masalas & Spices, Moong Dal, Other Pulses, Phenyles & Acids, Hair Colors & Dyes, Moong Dal, Cooking Paste, Organic Masalas & Spices, Root Vegetables, Curd",Female,Bronze,4,98,Cash,Delivered,10,55+
8022556,M41781,"34990389, 34987014, 7586364, 15669881, 15668470, 7575638, 15669778, 15668381, 15669864, 7569801, 15669887, 15668379, 15668465",2014-05-02 00:00:00,"Healthy & Digestive Biscuits, Frozen Veg Food, Snacks, Millet flour, Beans, Instant Noodles, Other Pulses, Other Vegetables, Other Pulses, Snacks, Maida, Other Vegetables, Root Vegetables",Female,Gold,6,640,Credit Card,Pending,13,0-18
8022887,M54619,"15668478, 7572301, 7632452, 15668451, 15668449, 7578347, 7652293, 15668379, 7607304, 93073679, 34990776",2014-05-02 00:00:00,"Banana, Snacks, Liquid Detergent, Brinjals, Exotic Vegetables, Chilli & Soya Sauces, Other Insect Repellent, Other Vegetables, Oats, Snacks, Eggs",Female,Gold,5,272,PayPal,Pending,11,46-55
8023104,M31966,"15668460, 15670267, 15669977, 15668465, 15669798, 15668470, 15668451, 15669869, 15668378, 15668381, 15668688",2014-05-03 00:00:00,"Gourd & Cucumber, Kidney Beans, Almonds, Root Vegetables, Raisins, Beans, Brinjals, Moong Dal, Other Vegetables, Other Vegetables, Root Vegetables",Female,Gold,1,908,Cash,Shipped,11,55+
8023341,M55932,"15669832, 7572304, 7572303, 15669824, 15668478, 15668378",2014-05-03 00:00:00,"Sugar, Snacks, Snacks, Raw Rice, Banana, Other Vegetables",Male,Gold,7,852,PayPal,Delivered,6,19-25
8023345,M41747,"15670144, 34992547, 15669957, 15669776, 93176429, 7587702, 93176430, 7587655, 15668480",2014-05-03 00:00:00,"Organic F&V, Other Pickle, Other Dry Fruits, Other Pulses, Snacks, Organic Flours, Snacks, Organic Rice & Rice Products, Bread",Female,Gold,6,577,Credit Card,Delivered,9,0-18
8023572,M99030,"15669860, 15668688, 15668460, 15668453, 15668381",2014-05-03 00:00:00,"Moong Dal, Root Vegetables, Gourd & Cucumber, Brinjals, Other Vegetables",Female,Bronze,9,113,PayPal,Pending,5,55+
8023682,M46687,"15669770, 15669789, 15668460, 34989501, 7587649, 15669777, 15669872, 15669792, 7675055, 15669856, 15669790, 15670267, 7547296, 15669878, 15668467, 15668465, 15669791, 15668451, 15669880",2014-05-03 00:00:00,"Other Flours, Boiled Rice, Gourd & Cucumber, Other Pulses, Organic Rice & Rice Products, Urad Dal,Flat Rice, Other Dry Fruits, Mosquito Repellent, Sugar, Other Rice Products, Kidney Beans, Liquid Soaps & Bars, Kidney Beans, Beans, Root Vegetables, Raw Rice, Brinjals, Millet flour",Male,Silver,8,593,PayPal,Delivered,19,55+
8023796,M35538,"15668465, 15668416, 7572432, 15668688, 15670251, 7581918, 15668468, 7586526, 7569799",2014-05-03 00:00:00,"Root Vegetables, Banana, Cooking Paste, Root Vegetables, Organic F&V, Snacks, Beans, Snacky Nuts, Snacks",Female,Gold,2,992,Credit Card,Delivered,9,55+
8023904,M27871,"15670260, 15669780",2014-05-03 00:00:00,"Organic F&V, Sugar",Male,Bronze,4,145,Credit Card,Delivered,2,0-18
8024498,M56897,"15668375, 15668379, 15668467",2014-05-03 00:00:00,"Root Vegetables, Other Vegetables, Beans",Male,Gold,10,926,Credit Card,Delivered,3,55+
8024875,M33422,"92379298, 15669769, 15668377, 15669772, 7538394, 92302710, 93272601",2014-05-03 00:00:00,"Liquid Soaps & Bars, Other Pulses, Root Vegetables, Other Pulses, Pet Food, Face Wash, Regular Pasta",Male,Gold,0,675,Cash,Delivered,7,46-55
8024968,M86304,"15668381, 15668460, 15669864, 15669878, 15668380, 15669863, 15669885, 15669817, 15669856",2014-05-03 00:00:00,"Other Vegetables, Gourd & Cucumber, Other Pulses, Kidney Beans, Other Vegetables, Moong Dal, Moong Dal, Whole Spices, Sugar",Male,Silver,1,69,Credit Card,Shipped,9,36-45
8025061,M50767,"7585573, 15668520, 15668379, 15668375, 15668416, 15669785, 15668460",2014-05-03 00:00:00,"Cakes, Bread, Other Vegetables, Root Vegetables, Banana, Boiled Rice, Gourd & Cucumber",Female,Gold,6,733,Cash,Delivered,7,0-18
8025113,M86572,"34994397, 15669872, 15669821, 15669864, 15669988, 7574983, 34990372, 15669976, 7572313, 15668480",2014-05-03 00:00:00,"Chips,Flat Rice, Whole Spices, Other Pulses, Other Pulses, Glucose, Marie & Milk Biscuits, Healthy & Digestive Biscuits, Almonds, Snacks, Bread",Female,Bronze,10,399,PayPal,Delivered,10,26-35
8025588,M16611,"7548497, 15669970, 15668467, 15669861, 15668685, 15668381, 15668375, 15668379, 92805090, 34990545",2014-05-03 00:00:00,"Liquid Soaps & Bars, Cashews, Beans, Raw Peanuts, Beans, Other Vegetables, Root Vegetables, Other Vegetables, Healthy & Digestive Biscuits, Healthy & Digestive Biscuits",Male,Bronze,3,529,Credit Card,Shipped,10,55+
8025875,M45375,"15669871, 15668378, 15669823, 15668375, 15668467",2014-05-03 00:00:00,"Other Rice Products, Other Vegetables, Whole Spices, Root Vegetables, Beans",Male,Bronze,10,761,PayPal,Shipped,5,55+
8025885,M43189,"15669786, 15669859, 15668378, 15668416, 15669988, 34993751",2014-05-03 00:00:00,"Avalakki / Poha, Kidney Beans, Other Vegetables, Banana, Other Pulses, Other Sauces",Female,Silver,4,11,PayPal,Shipped,6,55+
8026125,M62656,"15668380, 34995177, 15668460, 34989207, 15668381, 15668377, 34994684",2014-05-04 00:00:00,"Other Vegetables, Cookies, Gourd & Cucumber, Corn Snacks, Other Vegetables, Root Vegetables, Fertilizers & Pesticides",Male,Gold,2,444,Credit Card,Pending,7,46-55
8026271,M09736,"15669815, 15669884, 15669764, 7569805, 15668381, 34986129, 93025752, 15668685, 29247229, 7585571, 15668478",2014-05-04 00:00:00,"Jaggery, Whole Spices, Besan, Snacks, Other Vegetables, Whole Spices, Cream Biscuits, Beans, Whole Spices, Cakes, Banana",Female,Gold,9,151,PayPal,Pending,11,55+
8026763,M36366,"15669824, 34986119, 34992996, 34992997, 15668478, 15668379, 15668381, 7586314, 15669778, 34992999, 7610713, 15669995, 7586361, 15669811, 15669822, 92805090, 15669783, 15669863, 34992998",2014-05-03 00:00:00,"Raw Rice, Whole Spices, Yogurt & Lassi, Yogurt & Lassi, Banana, Other Vegetables, Other Vegetables, Snacky Nuts, Other Pulses, Yogurt & Lassi, Corn Snacks, Other Pulses, Chips, Almonds, Other Pulses, Healthy & Digestive Biscuits, Millet flour, Moong Dal, Yogurt & Lassi",Male,Gold,10,825,Credit Card,Delivered,19,55+
8027756,M54796,"34992035, 15669869",2014-05-04 00:00:00,"Bread, Moong Dal",Female,Silver,10,619,Cash,Shipped,2,55+
8027805,M57354,"15669760, 7570671, 15668381, 15668685, 7593949, 7570487, 34991187, 92388008",2014-05-04 00:00:00,"Whole Spices, Liquid Soaps & Bars, Other Vegetables, Beans, Cream Biscuits, Shaving Blade & Razors, Bread, Snacks",Male,Bronze,2,259,PayPal,Shipped,8,0-18
8027814,M18732,"15668460, 15668381, 34989667, 15668380",2014-05-04 00:00:00,"Gourd & Cucumber, Other Vegetables, Other Rice Products, Other Vegetables",Male,Silver,2,870,Cash,Delivered,4,0-18
8028238,M31908,"15669818, 34990556, 7629391, 15668379, 7580034, 7593949, 15668521, 15668478, 15668375, 34994856, 34987224",2014-04-07 00:00:00,"Whole Spices, Cookies, Glucose, Marie & Milk Biscuits, Other Vegetables, Ice Creams & Desserts, Cream Biscuits, Bread, Banana, Root Vegetables, Mango Juices, Ice Creams & Desserts",Female,Gold,6,847,PayPal,Pending,11,55+
8028954,M96365,"15669811, 93091858",2014-04-07 00:00:00,"Almonds, Curd",Female,Bronze,10,660,Cash,Pending,2,55+
8029731,M35464,"15669763, 15669769, 15669760, 15669821, 15669832, 7569802, 15668469, 15668377, 15669778, 15668478, 7572303, 7569806, 7572313, 34990370, 15668381, 34986135, 34990371, 34990372",2014-04-08 00:00:00,"Other Pulses, Other Pulses, Whole Spices, Whole Spices, Sugar, Snacks, Beans, Root Vegetables, Other Pulses, Banana, Snacks, Snacks, Snacks, Salty Biscuits, Other Vegetables, Whole Spices, Cream Biscuits, Healthy & Digestive Biscuits",Male,Gold,0,585,Cash,Shipped,18,55+
8029762,M36432,"15668460, 15669776, 15669872, 29247044",2014-04-08 00:00:00,"Gourd & Cucumber, Other Pulses,Flat Rice, Besan",Female,Silver,5,177,Credit Card,Delivered,4,55+
8030076,M86572,7692619,2014-04-08 00:00:00,Shaving Blade & Razors,Female,Gold,9,864,Credit Card,Delivered,1,46-55
8030143,M90375,"15668462, 15668379",2014-04-08 00:00:00,"Gourd & Cucumber, Other Vegetables",Female,Gold,10,71,Credit Card,Pending,2,0-18
8030611,M09736,34989440,2014-04-08 00:00:00,Other Rice Products,Female,Bronze,8,323,PayPal,Delivered,1,55+
8030955,M27458,"15668381, 15669886",2014-04-08 00:00:00,"Other Vegetables, Millet flour",Female,Silver,10,249,Cash,Pending,2,46-55
8031229,M32480,"15668478, 15669887, 34991187, 15669824, 21408942",2014-04-08 00:00:00,"Banana, Maida, Bread, Raw Rice, Other Rice Products",Female,Gold,8,222,PayPal,Shipped,5,36-45
8031708,M33064,"34987629, 7617882, 15668473, 15668377, 34986401",2014-04-09 00:00:00,"Milk Drinks, Ready Mix, Beans, Root Vegetables, Yogurt & Lassi",Male,Bronze,10,956,Credit Card,Shipped,5,55+
8032060,M54100,"15668451, 15668378, 15668377, 15669824, 15669878, 15668375, 15668688, 15668453, 15668471, 15668449, 15669875",2014-04-09 00:00:00,"Brinjals, Other Vegetables, Root Vegetables, Raw Rice, Kidney Beans, Root Vegetables, Root Vegetables, Brinjals, Beans, Exotic Vegetables, Kidney Beans",Male,Bronze,7,764,Cash,Pending,11,46-55
8032273,M14746,"15669875, 15669972, 93141092, 15668688, 15668381, 15669778, 93141023, 15668460, 15668458, 15669799, 15668469, 15669872, 15669866, 93141022, 15669961, 15669977, 15669958",2014-04-09 00:00:00,"Kidney Beans, Cashews, Yogurt & Lassi, Root Vegetables, Other Vegetables, Other Pulses, Yogurt & Lassi, Gourd & Cucumber, Brinjals, Raisins, Beans,Flat Rice, Other Pulses, Yogurt & Lassi, Other Dry Fruits, Almonds, Other Dry Fruits",Female,Silver,7,499,PayPal,Shipped,17,55+
8032392,M09303,"7572300, 7572301, 7628085",2014-04-09 00:00:00,"Snacks, Snacks, Basmati Rice",Female,Gold,0,275,Credit Card,Pending,3,55+
8032496,M27871,"7572298, 7575473, 15668416, 15670241",2014-04-09 00:00:00,"Snacks, Hair Oil, Banana, Organic F&V",Female,Gold,5,978,Cash,Pending,4,46-55
8032648,M33491,"34987614, 15669883",2014-04-09 00:00:00,"Milk, Rice Flour",Female,Bronze,1,262,Cash,Shipped,2,55+
8032988,M04158,"7617882, 15668478",2014-04-09 00:00:00,"Ready Mix, Banana",Female,Silver,9,730,PayPal,Pending,2,55+
8033077,M33767,"15668480, 15669857, 15668381, 15669976, 15669972, 15669957, 15668460, 15668448, 15668494, 15669965, 15668416, 15668466, 15668687, 15668468",2014-04-09 00:00:00,"Bread, Raw Peanuts, Other Vegetables, Almonds, Cashews, Other Dry Fruits, Gourd & Cucumber, Exotic Vegetables, Exotic Vegetables, Raisins, Banana, Root Vegetables, Root Vegetables, Beans",Female,Bronze,8,486,PayPal,Pending,14,19-25
8033444,M96365,"34989864, 15668377, 15668478, 7587649, 7621686, 15668378, 15669869, 15668520, 15669881",2014-04-10 00:00:00,"Phenyles & Acids, Root Vegetables, Banana, Organic Rice & Rice Products, Butter & Cream, Other Vegetables, Moong Dal, Bread, Millet flour",Male,Silver,6,44,PayPal,Pending,9,55+
8033967,M76390,7572298,2014-04-10 00:00:00,Snacks,Female,Gold,6,470,Cash,Pending,1,26-35
8034053,M48938,"15668462, 15668458, 15668380, 15669864, 15669880, 15668467, 15668687, 15669835, 15668520",2014-04-10 00:00:00,"Gourd & Cucumber, Brinjals, Other Vegetables, Other Pulses, Millet flour, Beans, Root Vegetables, Raw Rice, Bread",Female,Gold,10,567,Credit Card,Delivered,9,26-35
8034162,M37600,"7627860, 15670253, 15669881, 15669790, 15669821",2014-04-10 00:00:00,"Sunflower Oils, Organic F&V, Millet flour, Other Rice Products, Whole Spices",Female,Bronze,6,363,Cash,Shipped,5,0-18
8034167,M56368,"15668465, 15668473, 34989502, 15668467, 15668377, 15668380, 15669860",2014-04-10 00:00:00,"Root Vegetables, Beans, Other Pulses, Beans, Root Vegetables, Other Vegetables, Moong Dal",Male,Bronze,5,708,Cash,Delivered,7,26-35
8034267,M33491,7572432,2014-04-10 00:00:00,Cooking Paste,Male,Bronze,9,268,PayPal,Shipped,1,55+
